Date,Year,Month,Day,Max,Min,Rain,Wind.4M,Gusts.4M,mDailyVeg,sdDailyVeg,Chill,Warning,Warnings,Density
2008-01-01,2008,1,1,25.01,16.8,0,0.9432100000000001,1.2250299999999998,0.6364585851725417,0.4463550286146973,832.0418279601165,0,0,NA
2008-01-02,2008,1,2,19.21,16.3,0,0.3326,0.7553300000000001,0.6364585851725417,0.4463550286146973,822.1425736912538,0,0,NA
2008-01-03,2008,1,3,18.56,16.68,0,2.3480399999999997,2.7451499999999998,0.6364585851725417,0.4463550286146973,873.6209582585466,0,0,NA
2008-01-04,2008,1,4,22.38,16.8,0,1.53247,2.5017599999999995,0.6364585851725417,0.4463550286146973,866.1955254748708,0,0,NA
2008-01-05,2008,1,5,26.06,18.23,0,0.3326,0.8748900000000002,0.6364585851725417,0.4463550286146973,798.8333398255095,0,0,NA
2008-01-06,2008,1,6,20.8,15.82,0,1.6947299999999998,2.6512100000000003,0.6364585851725417,0.4463550286146973,885.9566382766368,0,0,NA
2008-01-07,2008,1,7,18.55,15.58,0,0.7382500000000001,1.3787500000000001,0.6364585851725417,0.4463550286146973,855.6034289469508,0,0,NA
2008-01-08,2008,1,8,19.05,16.19,0,0.5888,1.04142,0.6364585851725417,0.4463550286146973,834.9011164589656,0,0,NA
2008-01-09,2008,1,9,20.3,15.76,0,0.7553300000000001,1.8655299999999992,0.6364585851725417,0.4463550286146973,867.2429861481457,0,0,NA
2008-01-10,2008,1,10,27.67,18.45,0,0.4607000000000001,1.53674,0.6364585851725417,0.4463550286146973,815.9500305097963,0,0,NA
2008-01-11,2008,1,11,28.3,16.41,0,1.7758599999999998,3.4753200000000004,0.6364585851725417,0.4463550286146973,893.3316187477894,0,0,NA
2008-01-12,2008,1,12,19.25,14.62,0,0.08921000000000001,0.8706199999999997,0.6364585851725417,0.4463550286146973,851.3580972745233,0,0,NA
2008-01-13,2008,1,13,17.62,14.31,0,2.23702,3.15934,0.6364585851725417,0.4463550286146973,923.1275981236502,0,0,NA
2008-01-14,2008,1,14,17.69,14.51,0,0.53329,1.3232400000000002,0.6364585851725417,0.4463550286146973,870.1302699489355,0,0,NA
2008-01-15,2008,1,15,20.5,14.31,0,0.14898999999999996,0.5034000000000001,0.6364585851725417,0.4463550286146973,838.0774176997816,0,0,NA
2008-01-16,2008,1,16,17.76,16,0,1.6776499999999999,2.28399,0.6364585851725417,0.4463550286146973,874.2397922730204,0,0,NA
2008-01-17,2008,1,17,19.15,16.05,0,1.0328800000000002,1.8142899999999997,0.6364585851725417,0.4463550286146973,861.2197353786671,0,0,NA
2008-01-18,2008,1,18,21.64,18.05,0,1.6861899999999999,2.02352,0.6364585851725417,0.4463550286146973,834.6093413636768,0,0,NA
2008-01-19,2008,1,19,19.44,17.65,0,0.36249,0.9901799999999998,0.6364585851725417,0.4463550286146973,811.4389713591443,0,0,NA
2008-01-20,2008,1,20,19.8,16.84,5.2,1.12682,1.6989999999999998,0.6364585851725417,0.4463550286146973,924.0524532719361,0,0,NA
2008-01-21,2008,1,21,16.8,15.07,3.2,1.7288900000000003,2.01925,0.6364585851725417,0.4463550286146973,932.7216752558306,0,0,NA
2008-01-22,2008,1,22,19.1,15.22,0,0.5460999999999998,1.2634600000000002,0.6364585851725417,0.4463550286146973,857.2723023757766,0,0,NA
2008-01-23,2008,1,23,20.17,15.82,0,-0.01754,0.4649699999999999,0.6364585851725417,0.4463550286146973,815.0188922993708,0,0,NA
2008-01-24,2008,1,24,19.88,16.46,0,0.12336999999999998,0.6528499999999999,0.6364585851725417,0.4463550286146973,815.3803597961157,0,0,NA
2008-01-25,2008,1,25,22.78,16.41,0,-0.10294000000000003,0.31979,0.6364585851725417,0.4463550286146973,798.3574333353196,0,0,NA
2008-01-26,2008,1,26,27.49,18.61,0,0.26428000000000007,1.0328800000000002,0.6364585851725417,0.4463550286146973,798.653303529924,0,0,NA
2008-01-27,2008,1,27,20.29,17.28,4,1.3958300000000001,2.2242100000000002,0.6364585851725417,0.4463550286146973,913.6686707321501,0,0,NA
2008-01-28,2008,1,28,18.83,15.99,0,0.53329,1.2976199999999998,0.6364585851725417,0.4463550286146973,846.7036779143328,0,0,NA
2008-01-29,2008,1,29,19.76,15.97,0,0.34541,0.77241,0.6364585851725417,0.4463550286146973,827.6205579389236,0,0,NA
2008-01-30,2008,1,30,21.46,16.98,0,0.33687,0.84927,0.6364585851725417,0.4463550286146973,816.0982550084609,0,0,NA
2008-01-31,2008,1,31,17.33,16.13,0,1.2848100000000002,2.1900500000000003,0.6364585851725417,0.4463550286146973,869.7858100051794,0,0,NA
2008-02-01,2008,2,1,20.59,16.02,2.6,1.2293000000000003,2.2583699999999998,0.6364585851725417,0.4463550286146973,914.5680361710616,0,0,NA
2008-02-02,2008,2,2,22.98,17.76,0,0.33687,1.6605699999999999,0.6364585851725417,0.4463550286146973,830.05137956532,0,0,NA
2008-02-03,2008,2,3,21.99,17.77,0,0.6315,1.2079500000000003,0.6364585851725417,0.4463550286146973,816.83105839233,0,0,NA
2008-02-04,2008,2,4,22.8,19.46,0.8,0.8578100000000002,1.1225500000000002,0.6364585851725417,0.4463550286146973,801.9451446687868,0,0,NA
2008-02-05,2008,2,5,21.45,18.82,0,0.12763999999999998,0.4478899999999999,0.6364585851725417,0.4463550286146973,772.7473436395152,0,0,NA
2008-02-06,2008,2,6,20.4,17.73,0,0.9218599999999999,2.16443,0.6364585851725417,0.4463550286146973,843.126247539178,0,0,NA
2008-02-07,2008,2,7,17.28,15.47,0,2.51884,2.90314,0.6364585851725417,0.4463550286146973,897.5676505353359,0,0,NA
2008-02-08,2008,2,8,16.18,14.55,0,0.9005099999999999,1.42999,0.6364585851725417,0.4463550286146973,873.109368255555,0,0,NA
2008-02-09,2008,2,9,16.68,14.76,2.2,0.7852199999999998,1.3616700000000002,0.6364585851725417,0.4463550286146973,902.823359573812,0,0,NA
2008-02-10,2008,2,10,18.53,15.27,5.8,0.2472000000000001,1.3018900000000002,0.6364585851725417,0.4463550286146973,944.362305809168,0,0,NA
2008-02-11,2008,2,11,19.55,15.2,0.2,0.2557400000000001,0.79376,0.6364585851725417,0.4463550286146973,842.9855191522679,0,0,NA
